"GEO_ID","NAME","GEO_ID_F","NAICS2017","INDGROUP","SUBSECTOR","NAICS2017_F","NAICS2017_LABEL","INDLEVEL","SECTOR","OWNER_SEX","OWNER_SEX_LABEL","OWNER_ETH","OWNER_ETH_LABEL","OWNER_RACE","OWNER_RACE_LABEL","OWNER_VET","OWNER_VET_LABEL","QDESC","QDESC_LABEL","OWNCHAR","OWNCHAR_LABEL","YEAR","OWNPDEMP","OWNPDEMP_PCT","OWNPDEMP_S","OWNPDEMP_PCT_S"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","3182","26.8","8.2","2.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","548","18.9","15.1","2.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","16921","33.5","3.8","1.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","163","25.8","31.9","7.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","27386","29.2","2.7","0.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","143952","25.9","1.0","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","7100","23.5","7.4","1.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OP1S","Friend or family role model: Somewhat important","2018","164237","26.5","0.9","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","140239","21.6","1.4","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","125610","21.3","1.7","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","3024","25.5","8.3","1.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","616","21.2","17.8","3.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","12183","24.1","4.8","0.9"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","118","18.7","30.9","6.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","23983","25.6","3.4","0.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","116257","20.9","1.9","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","8753","29.0","5.7","1.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OP1V","Friend or family role model: Very important","2018","131485","21.2","1.6","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","537355","82.6","0.9","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","490190","83.0","1.1","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","9215","77.7","4.7","1.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","2399","82.7","8.9","3.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","40064","79.3","2.3","0.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","455","72.1","17.9","7.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","74050","79.0","1.5","0.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","463306","83.2","1.0","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","23638","78.4","3.4","1.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1N","Other: Not important","2018","513715","82.8","0.9","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","39844","6.1","3.5","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","34289","5.8","3.9","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","811","6.8","17.9","1.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","133","4.6","31.5","1.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","4676","9.3","8.8","0.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","44","7.0","65.6","4.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","7327","7.8","8.0","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","32518","5.8","4.1","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","1812","6.0","15.0","0.9"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1S","Other: Somewhat important","2018","38034","6.1","3.7","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","48764","7.5","1.4","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","43707","7.4","1.5","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","1218","10.3","13.4","1.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","225","7.8","26.9","2.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","4272","8.5","9.2","0.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","66","10.5","46.0","4.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","9028","9.6","5.1","0.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","39735","7.1","1.7","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","3548","11.8","5.9","0.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OQ1V","Other: Very important","2018","45217","7.3","1.5","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","522772","80.4","0.7","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","478578","81.0","0.8","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","9665","81.5","5.3","2.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","2352","81.1","5.8","3.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","36873","72.9","2.5","1.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","459","72.7","20.3","9.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","70095","74.7","1.3","0.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","452678","81.3","0.8","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","22589","74.9","2.5","1.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1N","Carry on family business: Not important","2018","500182","80.6","0.8","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","66974","10.3","2.5","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","56931","9.6","3.0","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","1166","9.8","14.9","1.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","221","7.6","19.0","1.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","8945","17.7","4.5","0.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","122","19.3","47.0","9.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","13941","14.9","3.7","0.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","53034","9.5","2.9","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","3672","12.2","11.1","1.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1S","Carry on family business: Somewhat important","2018","63303","10.2","2.6","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","54830","8.4","1.9","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","49447","8.4","2.2","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","992","8.4","16.6","1.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","278","9.6","39.2","3.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","4502","8.9","7.6","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","50","7.9","55.2","4.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","9279","9.9","8.8","0.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","45551","8.2","2.4","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","3701","12.3","13.1","1.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OR1V","Carry on family business: Very important","2018","51129","8.2","1.9","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","300085","46.1","0.9","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","280819","47.6","0.9","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","3838","32.4","7.0","2.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","1275","44.0","13.3","3.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","16691","33.0","3.6","1.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","305","48.3","24.1","9.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","32138","34.3","2.1","0.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","267945","48.1","0.8","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","10837","35.9","3.7","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1N","Help my community: Not important","2018","289247","46.6","0.8","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","218518","33.6","1.5","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","194563","32.9","1.6","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","3914","33.0","6.8","1.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","956","33.0","9.0","3.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","20614","40.8","2.5","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","248","39.3","23.1","8.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","35007","37.3","2.2","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","183512","33.0","1.8","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","10039","33.3","4.5","1.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1S","Help my community: Somewhat important","2018","208480","33.6","1.6","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","123871","19.0","1.7","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","107679","18.2","2.1","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","3920","33.1","7.8","1.8"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","612","21.1","13.4","2.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","12928","25.6","5.1","1.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","79","12.5","37.9","4.9"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","25874","27.6","3.4","0.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","97998","17.6","2.7","0.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","9036","30.0","5.6","1.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O10","REASONOWN","OS1V","Help my community: Very important","2018","114833","18.5","2.1","0.4"
